kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(3, 3)",1.0,OTSU,9,1,80,10,1,1,2813,
"(3, 3)",1.0,OTSU,9,1,80,20,1,1,4557,
"(3, 3)",1.0,OTSU,9,1,80,30,1,1,4016,
"(3, 3)",1.0,OTSU,9,1,80,40,1,1,1982,
"(3, 3)",1.0,OTSU,9,1,80,50,1,1,2032,
"(3, 3)",1.0,OTSU,9,1,80,60,1,1,1878,
"(3, 3)",1.0,OTSU,9,1,80,70,1,1,1822,
"(3, 3)",1.0,OTSU,9,1,80,80,1,1,1698,
"(3, 3)",1.0,OTSU,9,1,80,90,1,1,1582,
"(3, 3)",1.0,OTSU,9,1,80,100,1,1,1579,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(3, 3)",2.0,OTSU,9,1,80,10,1,1,2813,
"(3, 3)",2.0,OTSU,9,1,80,20,1,1,4557,
"(3, 3)",2.0,OTSU,9,1,80,30,1,1,4016,
"(3, 3)",2.0,OTSU,9,1,80,40,1,1,1982,
"(3, 3)",2.0,OTSU,9,1,80,50,1,1,2032,
"(3, 3)",2.0,OTSU,9,1,80,60,1,1,1878,
"(3, 3)",2.0,OTSU,9,1,80,70,1,1,1822,
"(3, 3)",2.0,OTSU,9,1,80,80,1,1,1698,
"(3, 3)",2.0,OTSU,9,1,80,90,1,1,1582,
"(3, 3)",2.0,OTSU,9,1,80,100,1,1,1579,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(5, 5)",0,OTSU,9,1,80,10,1,1,2813,
"(5, 5)",0,OTSU,9,1,80,20,1,1,4557,
"(5, 5)",0,OTSU,9,1,80,30,1,1,4016,
"(5, 5)",0,OTSU,9,1,80,40,1,1,1982,
"(5, 5)",0,OTSU,9,1,80,50,1,1,2032,
"(5, 5)",0,OTSU,9,1,80,60,1,1,1878,
"(5, 5)",0,OTSU,9,1,80,70,1,1,1822,
"(5, 5)",0,OTSU,9,1,80,80,1,1,1698,
"(5, 5)",0,OTSU,9,1,80,90,1,1,1582,
"(5, 5)",0,OTSU,9,1,80,100,1,1,1579,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(5, 5)",1.0,OTSU,9,1,80,10,1,1,2813,
"(5, 5)",1.0,OTSU,9,1,80,20,1,1,4557,
"(5, 5)",1.0,OTSU,9,1,80,30,1,1,4016,
"(5, 5)",1.0,OTSU,9,1,80,40,1,1,1982,
"(5, 5)",1.0,OTSU,9,1,80,50,1,1,2032,
"(5, 5)",1.0,OTSU,9,1,80,60,1,1,1878,
"(5, 5)",1.0,OTSU,9,1,80,70,1,1,1822,
"(5, 5)",1.0,OTSU,9,1,80,80,1,1,1698,
"(5, 5)",1.0,OTSU,9,1,80,90,1,1,1582,
"(5, 5)",1.0,OTSU,9,1,80,100,1,1,1579,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(5, 5)",2.0,OTSU,9,1,80,10,1,1,2813,
"(5, 5)",2.0,OTSU,9,1,80,20,1,1,4557,
"(5, 5)",2.0,OTSU,9,1,80,30,1,1,4016,
"(5, 5)",2.0,OTSU,9,1,80,40,1,1,1982,
"(5, 5)",2.0,OTSU,9,1,80,50,1,1,2032,
"(5, 5)",2.0,OTSU,9,1,80,60,1,1,1878,
"(5, 5)",2.0,OTSU,9,1,80,70,1,1,1822,
"(5, 5)",2.0,OTSU,9,1,80,80,1,1,1698,
"(5, 5)",2.0,OTSU,9,1,80,90,1,1,1582,
"(5, 5)",2.0,OTSU,9,1,80,100,1,1,1579,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(7, 7)",0,OTSU,9,1,80,10,1,1,2813,
"(7, 7)",0,OTSU,9,1,80,20,1,1,4557,
"(7, 7)",0,OTSU,9,1,80,30,1,1,4016,
"(7, 7)",0,OTSU,9,1,80,40,1,1,1982,
"(7, 7)",0,OTSU,9,1,80,50,1,1,2032,
"(7, 7)",0,OTSU,9,1,80,60,1,1,1878,
"(7, 7)",0,OTSU,9,1,80,70,1,1,1822,
"(7, 7)",0,OTSU,9,1,80,80,1,1,1698,
"(7, 7)",0,OTSU,9,1,80,90,1,1,1582,
"(7, 7)",0,OTSU,9,1,80,100,1,1,1579,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(7, 7)",1.0,OTSU,9,1,80,10,1,1,2813,
"(7, 7)",1.0,OTSU,9,1,80,20,1,1,4557,
"(7, 7)",1.0,OTSU,9,1,80,30,1,1,4016,
"(7, 7)",1.0,OTSU,9,1,80,40,1,1,1982,
"(7, 7)",1.0,OTSU,9,1,80,50,1,1,2032,
"(7, 7)",1.0,OTSU,9,1,80,60,1,1,1878,
"(7, 7)",1.0,OTSU,9,1,80,70,1,1,1822,
"(7, 7)",1.0,OTSU,9,1,80,80,1,1,1698,
"(7, 7)",1.0,OTSU,9,1,80,90,1,1,1582,
"(7, 7)",1.0,OTSU,9,1,80,100,1,1,1579,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(7, 7)",2.0,OTSU,9,1,80,10,1,1,2813,
"(7, 7)",2.0,OTSU,9,1,80,20,1,1,4557,
"(7, 7)",2.0,OTSU,9,1,80,30,1,1,4016,
"(7, 7)",2.0,OTSU,9,1,80,40,1,1,1982,
"(7, 7)",2.0,OTSU,9,1,80,50,1,1,2032,
"(7, 7)",2.0,OTSU,9,1,80,60,1,1,1878,
"(7, 7)",2.0,OTSU,9,1,80,70,1,1,1822,
"(7, 7)",2.0,OTSU,9,1,80,80,1,1,1698,
"(7, 7)",2.0,OTSU,9,1,80,90,1,1,1582,
"(7, 7)",2.0,OTSU,9,1,80,100,1,1,1579,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,20,1,1,3575,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,30,1,1,3933,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,40,1,1,1885,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,50,1,1,1572,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,60,1,1,1438,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,70,1,1,1182,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,80,1,1,1035,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,90,1,1,826,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,80,100,1,1,539,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,10,1,1,1237,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,20,1,1,1526,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,30,1,1,1417,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,40,1,1,765,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,50,1,1,765,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,60,1,1,422,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,70,1,1,422,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,80,1,1,368,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,90,1,1,254,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,80,100,1,1,259,
"(3, 3)",0,OTSU,9,1,90,10,1,1,2750,
"(3, 3)",0,OTSU,9,1,90,20,1,1,4442,
"(3, 3)",0,OTSU,9,1,90,30,1,1,3953,
"(3, 3)",0,OTSU,9,1,90,40,1,1,2018,
"(3, 3)",0,OTSU,9,1,90,50,1,1,2068,
"(3, 3)",0,OTSU,9,1,90,60,1,1,1914,
"(3, 3)",0,OTSU,9,1,90,70,1,1,1770,
"(3, 3)",0,OTSU,9,1,90,80,1,1,1646,
"(3, 3)",0,OTSU,9,1,90,90,1,1,1530,
"(3, 3)",0,OTSU,9,1,90,100,1,1,1423,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,60,1,1,521,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,70,1,1,521,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,80,1,1,467,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,90,1,1,353,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,100,1,1,358,
"(3, 3)",1.0,OTSU,9,1,90,10,1,1,2750,
"(3, 3)",1.0,OTSU,9,1,90,20,1,1,4442,
"(3, 3)",1.0,OTSU,9,1,90,30,1,1,3953,
"(3, 3)",1.0,OTSU,9,1,90,40,1,1,2018,
"(3, 3)",1.0,OTSU,9,1,90,50,1,1,2068,
"(3, 3)",1.0,OTSU,9,1,90,60,1,1,1914,
"(3, 3)",1.0,OTSU,9,1,90,70,1,1,1770,
"(3, 3)",1.0,OTSU,9,1,90,80,1,1,1646,
"(3, 3)",1.0,OTSU,9,1,90,90,1,1,1530,
"(3, 3)",1.0,OTSU,9,1,90,100,1,1,1423,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,10,1,1,2322,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,20,1,1,3481,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,30,1,1,3839,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,40,1,1,1951,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,50,1,1,1638,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,60,1,1,1452,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,70,1,1,1155,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,80,1,1,971,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,90,1,1,828,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,90,100,1,1,692,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,10,1,1,1237,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,20,1,1,1625,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,30,1,1,1516,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,40,1,1,864,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,90,50,1,1,864,
